transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,timestamp,is_fraud,year,month,day,hour,day_of_week,channel_ATM,channel_Mobile,channel_POS,channel_Web
TXN_201484,CUST_218,1,50,7031,2025-08-08 09:09:40,0,2025,8,8,9,4,False,False,True,False
TXN_202507,CUST_397,1,2546,27805,2025-01-08 07:44:10,0,2025,1,8,7,2,False,False,False,True
TXN_204006,CUST_778,0,850,2564,2025-04-08 01:12:33,0,2025,4,8,1,1,False,False,True,False
TXN_201301,CUST_288,1,110,4111,2025-03-08 22:13:03,0,2025,3,8,22,5,False,False,True,False
TXN_204666,CUST_600,0,1523,284870,2025-02-08 04:41:58,1,2025,2,8,4,5,False,True,False,False
TXN_203583,CUST_575,1,2373,71131,2025-05-08 17:25:02,0,2025,5,8,17,3,False,True,False,False
TXN_203076,CUST_682,1,2132,8026,2025-10-08 19:33:25,0,2025,10,8,19,2,False,False,False,True
TXN_201128,CUST_327,1,740,10702,2025-04-08 11:01:13,1,2025,4,8,11,1,True,False,False,False
TXN_201420,CUST_309,1,1490,8882,2025-11-08 23:46:04,0,2025,11,8,23,5,True,False,False,False
TXN_203975,CUST_439,1,1559,12990,2025-10-08 11:47:09,0,2025,10,8,11,2,False,False,True,False
TXN_204324,CUST_335,1,1731,8021,2025-03-08 10:11:45,0,2025,3,8,10,5,True,False,False,False
TXN_203786,CUST_255,1,2853,36498,2025-11-08 23:49:39,0,2025,11,8,23,5,False,True,False,False
TXN_202754,CUST_663,1,769,13308,2025-10-08 03:55:24,0,2025,10,8,3,2,False,True,False,False
TXN_204607,CUST_795,0,2581,142263,2025-03-08 00:59:28,0,2025,3,8,0,5,False,True,False,False
TXN_200896,CUST_541,1,88,11321,2025-05-08 09:31:37,0,2025,5,8,9,3,False,False,True,False
TXN_203792,CUST_175,1,1609,9457,2025-09-08 02:29:35,0,2025,9,8,2,0,False,True,False,False
TXN_200812,CUST_478,1,1774,76248,2025-03-08 15:42:38,0,2025,3,8,15,5,True,False,False,False
TXN_201842,CUST_435,1,165,216464,2025-06-08 18:53:02,0,2025,6,8,18,6,False,True,False,False
TXN_202109,CUST_488,1,2230,4033,2025-08-08 14:38:45,0,2025,8,8,14,4,False,False,False,True
TXN_201153,CUST_637,1,1721,5465,2025-06-08 04:45:17,0,2025,6,8,4,6,False,False,True,False
TXN_203660,CUST_220,1,2597,3170,2025-08-08 20:22:01,0,2025,8,8,20,4,False,True,False,False
TXN_202012,CUST_595,1,2797,62450,2025-03-08 20:52:41,0,2025,3,8,20,5,False,False,True,False
TXN_204190,CUST_436,1,2800,240164,2025-10-08 10:49:10,0,2025,10,8,10,2,False,False,False,True
TXN_204712,CUST_409,1,1395,4667,2025-11-08 05:08:02,0,2025,11,8,5,5,False,False,True,False
TXN_201924,CUST_231,1,626,9183,2025-03-08 22:37:46,0,2025,3,8,22,5,False,True,False,False
TXN_202742,CUST_254,0,244,9378,2025-04-08 16:53:10,1,2025,4,8,16,1,False,True,False,False
TXN_200418,CUST_196,1,1047,5072,2025-05-08 17:11:03,0,2025,5,8,17,3,False,True,False,False
TXN_204896,CUST_127,1,2497,8916,2025-04-08 17:22:34,0,2025,4,8,17,1,True,False,False,False
TXN_202108,CUST_191,1,1243,7224,2025-03-08 21:46:57,0,2025,3,8,21,5,False,False,False,True
TXN_200867,CUST_524,1,2552,224912,2025-02-08 18:03:42,0,2025,2,8,18,5,False,False,False,True
TXN_204389,CUST_682,0,202,14992,2025-11-08 01:23:21,0,2025,11,8,1,5,False,False,False,True
TXN_200592,CUST_599,1,2658,12997,2025-04-08 08:12:28,0,2025,4,8,8,1,False,True,False,False
TXN_202462,CUST_533,1,1527,20321,2025-02-08 15:25:56,0,2025,2,8,15,5,True,False,False,False
TXN_202906,CUST_539,1,1189,13217,2025-08-08 16:25:59,0,2025,8,8,16,4,False,False,True,False
TXN_204364,CUST_551,1,460,286410,2025-05-08 09:19:41,0,2025,5,8,9,3,False,False,False,True
TXN_201903,CUST_372,1,310,12985,2025-09-08 05:38:29,0,2025,9,8,5,0,False,True,False,False
TXN_200915,CUST_371,1,340,12503,2025-07-08 12:54:04,0,2025,7,8,12,1,False,False,False,True
TXN_202084,CUST_473,1,1650,179467,2025-05-08 12:30:56,0,2025,5,8,12,3,False,True,False,False
TXN_202087,CUST_528,1,2812,4742,2025-11-08 07:53:56,0,2025,11,8,7,5,False,False,False,True
TXN_200683,CUST_740,1,1156,3977,2025-02-08 10:42:10,0,2025,2,8,10,5,False,False,False,True
TXN_204145,CUST_391,1,2562,14411,2025-12-08 21:14:55,0,2025,12,8,21,0,False,False,False,True
TXN_202136,CUST_294,1,1171,4990,2025-09-08 17:30:27,0,2025,9,8,17,0,False,False,True,False
TXN_204249,CUST_166,1,1726,6679,2025-01-08 17:06:24,0,2025,1,8,17,2,True,False,False,False
TXN_203870,CUST_501,1,2641,21140,2025-07-08 08:50:17,0,2025,7,8,8,1,True,False,False,False
TXN_203108,CUST_602,0,1298,197007,2025-12-08 17:12:00,0,2025,12,8,17,0,False,False,False,True
TXN_204439,CUST_163,1,691,38751,2025-09-08 03:58:43,0,2025,9,8,3,0,False,False,False,True
TXN_202984,CUST_189,1,767,4583,2025-06-08 10:26:54,1,2025,6,8,10,6,False,False,True,False
TXN_203985,CUST_595,1,749,95873,2025-06-08 18:05:05,0,2025,6,8,18,6,False,True,False,False
TXN_200599,CUST_290,0,2950,7526,2025-03-08 14:38:27,1,2025,3,8,14,5,False,False,False,True
TXN_204000,CUST_461,1,2390,12436,2025-05-08 13:03:50,0,2025,5,8,13,3,False,True,False,False
TXN_202294,CUST_353,1,1978,3776,2025-10-08 02:15:45,0,2025,10,8,2,2,False,False,False,True
TXN_201943,CUST_797,0,1965,173485,2025-11-08 09:52:22,0,2025,11,8,9,5,False,True,False,False
TXN_203530,CUST_700,0,986,3830,2025-08-08 00:45:35,0,2025,8,8,0,4,False,False,True,False
TXN_202661,CUST_560,1,1009,9139,2025-12-08 01:20:26,0,2025,12,8,1,0,False,True,False,False
TXN_202214,CUST_123,0,2866,14494,2025-03-08 06:39:12,0,2025,3,8,6,5,False,False,False,True
TXN_201024,CUST_539,1,929,8382,2025-11-08 13:20:46,0,2025,11,8,13,5,False,True,False,False
TXN_201824,CUST_749,1,2919,10532,2025-08-08 21:02:21,0,2025,8,8,21,4,False,False,True,False
TXN_202893,CUST_548,0,691,7593,2025-10-08 05:56:17,0,2025,10,8,5,2,False,True,False,False
TXN_203913,CUST_514,1,603,4439,2025-10-08 12:46:18,0,2025,10,8,12,2,False,False,True,False
TXN_200047,CUST_313,1,749,3325,2025-03-08 15:37:50,1,2025,3,8,15,5,False,False,False,True
TXN_204378,CUST_557,1,1461,4279,2025-06-08 17:12:42,0,2025,6,8,17,6,False,True,False,False
TXN_203543,CUST_416,1,574,13919,2025-03-08 08:52:43,0,2025,3,8,8,5,False,True,False,False
TXN_203592,CUST_705,1,439,11870,2025-09-08 21:54:17,0,2025,9,8,21,0,False,True,False,False
TXN_202301,CUST_227,1,1418,5778,2025-04-08 20:26:56,0,2025,4,8,20,1,False,True,False,False
TXN_203789,CUST_424,1,2938,8369,2025-12-08 20:45:16,0,2025,12,8,20,0,False,True,False,False
TXN_203271,CUST_610,1,2238,21812,2025-08-08 09:59:40,0,2025,8,8,9,4,False,False,True,False
TXN_200562,CUST_309,1,811,233994,2025-07-08 22:38:43,1,2025,7,8,22,1,False,False,False,True
TXN_202179,CUST_118,1,1353,9282,2025-01-08 01:01:29,0,2025,1,8,1,2,False,True,False,False
TXN_203072,CUST_678,0,2732,11556,2025-11-08 07:58:17,0,2025,11,8,7,5,True,False,False,False
TXN_204383,CUST_210,1,2700,114094,2025-10-08 09:17:26,0,2025,10,8,9,2,False,False,False,True
TXN_200923,CUST_404,1,1706,7778,2025-08-08 19:59:09,0,2025,8,8,19,4,False,False,False,True
TXN_200132,CUST_437,1,1344,5274,2025-06-08 19:22:57,0,2025,6,8,19,6,False,True,False,False
TXN_200633,CUST_590,1,1929,8514,2025-06-08 15:39:29,0,2025,6,8,15,6,False,False,True,False
TXN_202020,CUST_527,0,1093,21929,2025-06-08 20:38:58,0,2025,6,8,20,6,False,False,True,False
TXN_202489,CUST_750,1,554,12126,2025-07-08 14:18:26,0,2025,7,8,14,1,False,True,False,False
TXN_204089,CUST_369,1,2050,14681,2025-03-08 05:01:36,0,2025,3,8,5,5,False,True,False,False
TXN_201443,CUST_322,1,2467,4016,2025-01-08 05:04:20,0,2025,1,8,5,2,False,True,False,False
TXN_202433,CUST_455,1,1887,6770,2025-12-08 01:00:28,0,2025,12,8,1,0,False,False,False,True
TXN_203782,CUST_339,1,1329,5105,2025-11-08 11:17:41,0,2025,11,8,11,5,False,True,False,False
TXN_204898,CUST_696,1,2466,8743,2025-11-08 15:32:49,0,2025,11,8,15,5,False,False,False,True
TXN_202549,CUST_383,0,1374,9089,2025-02-08 22:01:36,1,2025,2,8,22,5,False,False,False,True
TXN_200809,CUST_194,1,2072,8951,2025-02-08 08:19:05,0,2025,2,8,8,5,False,False,False,True
TXN_204967,CUST_427,1,2078,6606,2025-01-08 16:13:58,0,2025,1,8,16,2,False,True,False,False
TXN_203323,CUST_709,1,1493,7420,2025-10-08 04:57:52,0,2025,10,8,4,2,False,False,False,True
TXN_202356,CUST_401,1,1879,7086,2025-02-08 22:36:30,0,2025,2,8,22,5,False,True,False,False
TXN_200807,CUST_637,0,2857,7922,2025-01-08 12:56:59,1,2025,1,8,12,2,False,False,False,True
TXN_203225,CUST_511,1,657,9036,2025-02-08 07:06:43,0,2025,2,8,7,5,False,False,False,True
TXN_204511,CUST_126,1,221,6042,2025-07-08 23:22:13,0,2025,7,8,23,1,False,False,False,True
TXN_200618,CUST_778,1,242,16846,2025-12-08 06:58:21,0,2025,12,8,6,0,False,False,False,True
TXN_202019,CUST_307,1,2101,5198,2025-12-08 10:51:14,0,2025,12,8,10,0,False,True,False,False
TXN_202533,CUST_155,1,2993,112593,2025-12-08 17:15:53,0,2025,12,8,17,0,False,True,False,False
TXN_200582,CUST_305,0,2183,4760,2025-09-08 17:35:25,0,2025,9,8,17,0,False,False,False,True
TXN_203132,CUST_270,1,1126,9769,2025-07-08 11:57:14,0,2025,7,8,11,1,False,True,False,False
TXN_202145,CUST_438,1,186,83555,2025-11-08 18:51:38,0,2025,11,8,18,5,False,True,False,False
TXN_204751,CUST_569,1,1940,88123,2025-02-08 17:39:26,0,2025,2,8,17,5,False,True,False,False
TXN_203122,CUST_185,1,1423,44985,2025-09-08 00:34:26,0,2025,9,8,0,0,False,True,False,False
TXN_201123,CUST_316,1,2265,12084,2025-09-08 19:25:17,0,2025,9,8,19,0,False,False,False,True
TXN_202998,CUST_703,1,1065,5230,2025-05-08 01:12:02,0,2025,5,8,1,3,False,False,True,False
TXN_203725,CUST_548,1,2389,11014,2025-09-08 06:57:04,0,2025,9,8,6,0,False,True,False,False
TXN_204739,CUST_587,1,2082,164875,2025-04-08 03:08:00,1,2025,4,8,3,1,False,False,False,True
TXN_203455,CUST_460,1,1396,7148,2025-06-08 20:53:14,0,2025,6,8,20,6,False,True,False,False
TXN_202421,CUST_200,0,2196,3951,2025-02-08 14:58:00,0,2025,2,8,14,5,True,False,False,False
TXN_204959,CUST_265,0,2509,6926,2025-05-08 03:15:07,0,2025,5,8,3,3,False,True,False,False
TXN_202632,CUST_151,1,514,12743,2025-08-08 14:11:17,0,2025,8,8,14,4,False,False,False,True
TXN_201232,CUST_577,1,845,12367,2025-11-08 21:18:15,1,2025,11,8,21,5,False,False,True,False
TXN_204392,CUST_221,1,2943,61014,2025-08-08 07:36:59,0,2025,8,8,7,4,False,False,True,False
TXN_203701,CUST_513,1,1684,248394,2025-05-08 13:50:11,0,2025,5,8,13,3,False,False,False,True
TXN_202409,CUST_664,1,237,153521,2025-12-08 22:04:02,1,2025,12,8,22,0,False,True,False,False
TXN_203673,CUST_607,1,537,13027,2025-08-08 23:17:07,0,2025,8,8,23,4,False,True,False,False
TXN_202672,CUST_215,0,2634,268258,2025-05-08 14:40:40,1,2025,5,8,14,3,False,False,False,True
TXN_200475,CUST_709,1,218,7650,2025-09-08 03:41:05,0,2025,9,8,3,0,False,True,False,False
TXN_203468,CUST_255,1,1395,6524,2025-05-08 22:26:31,0,2025,5,8,22,3,False,False,True,False
TXN_204502,CUST_216,0,322,6737,2025-10-08 12:37:46,1,2025,10,8,12,2,False,True,False,False
TXN_204191,CUST_418,1,2152,4450,2025-03-08 07:21:59,0,2025,3,8,7,5,False,False,True,False
TXN_203680,CUST_185,1,855,2404,2025-01-08 21:47:23,0,2025,1,8,21,2,False,False,False,True
TXN_201016,CUST_785,0,290,243200,2025-03-08 04:34:53,0,2025,3,8,4,5,False,False,False,True
TXN_203126,CUST_136,1,342,3730,2025-06-08 00:47:03,0,2025,6,8,0,6,True,False,False,False
TXN_201078,CUST_402,1,328,212093,2025-08-08 17:12:54,0,2025,8,8,17,4,False,False,True,False
TXN_200856,CUST_248,0,2290,4361,2025-05-08 01:58:25,0,2025,5,8,1,3,True,False,False,False
TXN_201928,CUST_611,1,1312,7534,2025-07-08 07:11:06,0,2025,7,8,7,1,False,False,False,True
TXN_200535,CUST_547,1,263,21571,2025-03-08 11:35:37,0,2025,3,8,11,5,False,False,True,False
TXN_204913,CUST_711,1,444,9871,2025-01-08 17:55:23,0,2025,1,8,17,2,False,True,False,False
TXN_202768,CUST_315,1,1500,5914,2025-09-08 07:56:36,0,2025,9,8,7,0,False,False,False,True
TXN_200048,CUST_166,1,2850,5498,2025-04-08 13:51:34,0,2025,4,8,13,1,False,True,False,False
TXN_204755,CUST_571,1,1975,29064,2025-02-08 07:28:38,0,2025,2,8,7,5,False,True,False,False
TXN_202207,CUST_323,0,430,11902,2025-07-08 06:27:09,0,2025,7,8,6,1,True,False,False,False
TXN_204633,CUST_713,0,2104,5461,2025-10-08 18:15:55,0,2025,10,8,18,2,False,True,False,False
TXN_201424,CUST_177,1,2780,14083,2025-07-08 13:35:55,0,2025,7,8,13,1,False,True,False,False
TXN_201966,CUST_309,1,2745,6062,2025-12-08 15:15:55,0,2025,12,8,15,0,True,False,False,False
TXN_200222,CUST_786,1,29,296549,2025-01-08 07:22:37,0,2025,1,8,7,2,False,False,True,False
TXN_201389,CUST_695,1,2505,9866,2025-06-08 00:55:02,0,2025,6,8,0,6,False,True,False,False
TXN_204170,CUST_172,0,1364,10929,2025-12-08 03:15:27,0,2025,12,8,3,0,False,True,False,False
TXN_201430,CUST_675,1,402,7495,2025-03-08 08:14:53,0,2025,3,8,8,5,False,False,False,True
TXN_201812,CUST_592,1,1542,8387,2025-03-08 13:10:09,1,2025,3,8,13,5,True,False,False,False
TXN_201268,CUST_766,1,1225,280500,2025-04-08 08:28:41,0,2025,4,8,8,1,False,False,True,False
TXN_200635,CUST_109,1,2012,3205,2025-02-08 19:42:21,0,2025,2,8,19,5,False,False,False,True
TXN_201646,CUST_370,1,2035,220284,2025-01-08 02:35:52,0,2025,1,8,2,2,False,False,False,True
TXN_202923,CUST_349,1,2406,11059,2025-04-08 08:37:49,0,2025,4,8,8,1,True,False,False,False
TXN_202879,CUST_563,1,1901,15653,2025-09-08 19:23:51,0,2025,9,8,19,0,False,True,False,False
TXN_201618,CUST_385,1,2865,6251,2025-10-08 01:51:31,0,2025,10,8,1,2,False,False,False,True
TXN_201632,CUST_662,1,314,7960,2025-11-08 14:37:48,0,2025,11,8,14,5,False,False,True,False
TXN_202752,CUST_108,1,2485,2532,2025-06-08 19:42:52,0,2025,6,8,19,6,True,False,False,False
TXN_200997,CUST_650,0,96,237975,2025-02-08 13:13:49,0,2025,2,8,13,5,False,False,False,True
TXN_200804,CUST_448,1,177,6439,2025-11-08 03:33:13,0,2025,11,8,3,5,False,True,False,False
TXN_201495,CUST_636,0,458,6801,2025-07-08 23:06:42,0,2025,7,8,23,1,False,False,False,True
TXN_204208,CUST_382,1,2196,112398,2025-03-08 10:19:45,0,2025,3,8,10,5,False,True,False,False
TXN_204303,CUST_163,1,1778,130025,2025-04-08 14:37:34,0,2025,4,8,14,1,False,True,False,False
TXN_201230,CUST_400,1,274,65254,2025-05-08 02:37:39,0,2025,5,8,2,3,False,True,False,False
TXN_201594,CUST_624,1,2777,2829,2025-04-08 03:20:34,0,2025,4,8,3,1,True,False,False,False
TXN_203204,CUST_494,1,2660,17035,2025-07-08 06:44:03,0,2025,7,8,6,1,False,True,False,False
TXN_203088,CUST_767,1,2507,4843,2025-12-08 20:50:57,0,2025,12,8,20,0,False,False,False,True
TXN_203532,CUST_789,1,872,21582,2025-10-08 12:43:56,0,2025,10,8,12,2,False,False,False,True
TXN_201319,CUST_254,1,2103,10610,2025-01-08 20:34:27,0,2025,1,8,20,2,False,False,False,True
TXN_201357,CUST_448,1,1969,9820,2025-12-08 10:13:10,0,2025,12,8,10,0,True,False,False,False
TXN_202370,CUST_489,1,702,5299,2025-12-08 13:30:26,0,2025,12,8,13,0,False,True,False,False
TXN_203690,CUST_160,1,2362,284889,2025-05-08 18:06:36,0,2025,5,8,18,3,False,False,False,True
TXN_203013,CUST_582,1,2764,2347,2025-07-08 19:33:58,0,2025,7,8,19,1,False,True,False,False
TXN_203790,CUST_783,1,1865,2609,2025-05-08 07:33:57,0,2025,5,8,7,3,True,False,False,False
TXN_200938,CUST_314,1,1807,11202,2025-01-08 07:39:44,0,2025,1,8,7,2,False,False,True,False
TXN_202119,CUST_602,1,502,93081,2025-02-08 06:52:09,0,2025,2,8,6,5,False,True,False,False
TXN_200388,CUST_689,1,1539,8912,2025-02-08 01:58:49,0,2025,2,8,1,5,False,True,False,False
TXN_204994,CUST_300,1,2581,54755,2025-07-08 22:28:26,0,2025,7,8,22,1,False,True,False,False
TXN_202236,CUST_544,1,2291,17981,2025-02-08 21:02:53,0,2025,2,8,21,5,False,False,False,True
TXN_202775,CUST_393,1,1909,16322,2025-02-08 18:35:47,0,2025,2,8,18,5,False,False,False,True
TXN_203944,CUST_347,1,1770,5667,2025-02-08 13:14:01,0,2025,2,8,13,5,False,False,False,True
TXN_203993,CUST_552,1,802,4896,2025-04-08 10:34:58,0,2025,4,8,10,1,True,False,False,False
TXN_204187,CUST_411,1,291,7057,2025-01-08 18:26:06,0,2025,1,8,18,2,False,True,False,False
TXN_204535,CUST_180,1,2865,9060,2025-01-08 21:26:53,0,2025,1,8,21,2,False,True,False,False
TXN_203418,CUST_545,1,111,245997,2025-07-08 13:33:17,0,2025,7,8,13,1,False,True,False,False
TXN_201954,CUST_527,1,2677,4611,2025-04-08 22:04:11,0,2025,4,8,22,1,False,True,False,False
TXN_202153,CUST_294,1,653,6089,2025-07-08 04:16:20,0,2025,7,8,4,1,False,True,False,False
TXN_204404,CUST_484,1,1024,143334,2025-07-08 15:04:07,1,2025,7,8,15,1,False,True,False,False
TXN_204297,CUST_450,0,812,11630,2025-12-08 00:02:50,1,2025,12,8,0,0,False,True,False,False
TXN_204921,CUST_723,1,2425,36286,2025-12-08 05:55:36,0,2025,12,8,5,0,False,True,False,False
TXN_203437,CUST_649,1,1636,13697,2025-11-08 06:25:19,0,2025,11,8,6,5,False,False,False,True
TXN_203812,CUST_239,1,667,6737,2025-11-08 22:54:38,0,2025,11,8,22,5,True,False,False,False
TXN_203524,CUST_430,1,354,13717,2025-05-08 06:38:53,0,2025,5,8,6,3,False,True,False,False
TXN_204965,CUST_421,1,884,29023,2025-07-08 22:01:51,0,2025,7,8,22,1,False,True,False,False
TXN_202363,CUST_266,1,1019,19907,2025-10-08 22:37:58,0,2025,10,8,22,2,False,False,True,False
TXN_200961,CUST_355,1,1719,8820,2025-03-08 00:53:02,1,2025,3,8,0,5,False,True,False,False
TXN_200659,CUST_741,1,2863,8255,2025-05-08 08:04:50,0,2025,5,8,8,3,False,False,False,True
TXN_201463,CUST_100,1,2507,17881,2025-03-08 05:06:29,0,2025,3,8,5,5,False,True,False,False
TXN_201852,CUST_662,1,2438,9518,2025-04-08 07:00:35,0,2025,4,8,7,1,False,False,False,True
TXN_204783,CUST_445,0,1329,6509,2025-06-08 05:10:22,0,2025,6,8,5,6,False,False,False,True
TXN_201047,CUST_413,1,824,4551,2025-12-08 21:25:23,0,2025,12,8,21,0,False,True,False,False
TXN_201613,CUST_127,0,1950,161240,2025-07-08 13:46:30,0,2025,7,8,13,1,False,True,False,False
TXN_201631,CUST_157,1,2711,22409,2025-07-08 06:49:23,0,2025,7,8,6,1,False,False,True,False
TXN_203983,CUST_224,1,1391,6193,2025-08-08 19:34:46,0,2025,8,8,19,4,False,True,False,False
TXN_200509,CUST_667,1,2829,293620,2025-01-08 12:33:44,0,2025,1,8,12,2,False,False,True,False
TXN_200316,CUST_685,0,2608,6858,2025-11-08 14:18:25,1,2025,11,8,14,5,False,False,False,True
TXN_203937,CUST_473,1,476,6997,2025-10-08 03:09:27,0,2025,10,8,3,2,False,False,True,False
TXN_200504,CUST_386,0,1861,228746,2025-08-08 17:33:54,0,2025,8,8,17,4,False,True,False,False
TXN_204109,CUST_275,1,113,9659,2025-01-08 04:52:26,0,2025,1,8,4,2,False,True,False,False
TXN_204169,CUST_385,1,1044,14120,2025-05-08 13:06:58,0,2025,5,8,13,3,False,False,False,True
TXN_201947,CUST_667,0,1266,213863,2025-11-08 04:24:39,1,2025,11,8,4,5,False,False,False,True
TXN_200793,CUST_417,1,568,75913,2025-10-08 14:14:45,0,2025,10,8,14,2,False,False,False,True
TXN_203804,CUST_231,0,2999,11123,2025-03-08 05:19:02,0,2025,3,8,5,5,True,False,False,False
TXN_203770,CUST_517,1,1000,9641,2025-09-08 15:51:03,0,2025,9,8,15,0,False,False,True,False
TXN_201884,CUST_407,1,1609,153895,2025-04-08 20:50:56,0,2025,4,8,20,1,False,True,False,False
TXN_202092,CUST_676,1,2380,10861,2025-03-08 07:57:49,0,2025,3,8,7,5,False,False,False,True
TXN_202604,CUST_426,1,1953,9127,2025-06-08 07:00:37,0,2025,6,8,7,6,False,False,False,True
TXN_202653,CUST_305,1,912,14931,2025-04-08 16:23:46,0,2025,4,8,16,1,False,True,False,False
TXN_204636,CUST_796,1,328,20951,2025-05-08 16:19:03,0,2025,5,8,16,3,False,True,False,False
TXN_203018,CUST_622,0,250,286040,2025-09-08 19:02:16,0,2025,9,8,19,0,True,False,False,False
TXN_201158,CUST_131,1,1235,56294,2025-07-08 14:07:28,0,2025,7,8,14,1,False,False,True,False
TXN_203144,CUST_723,1,173,53050,2025-06-08 05:23:34,0,2025,6,8,5,6,True,False,False,False
TXN_201382,CUST_205,1,1488,3876,2025-07-08 10:30:09,0,2025,7,8,10,1,False,False,False,True
TXN_200951,CUST_437,1,2767,5658,2025-01-08 02:25:28,0,2025,1,8,2,2,False,False,False,True
TXN_200322,CUST_706,1,697,3336,2025-08-08 04:35:20,0,2025,8,8,4,4,False,True,False,False
TXN_200775,CUST_281,1,547,29462,2025-07-08 14:48:25,0,2025,7,8,14,1,False,True,False,False
TXN_204373,CUST_405,1,433,13574,2025-03-08 16:21:13,0,2025,3,8,16,5,False,True,False,False
TXN_200358,CUST_622,1,2575,238050,2025-05-08 22:23:17,1,2025,5,8,22,3,False,True,False,False
TXN_203026,CUST_378,1,2273,5363,2025-10-08 09:11:00,0,2025,10,8,9,2,False,False,False,True
TXN_202399,CUST_712,1,958,7926,2025-05-08 17:27:20,0,2025,5,8,17,3,False,True,False,False
TXN_204748,CUST_166,1,2484,13393,2025-06-08 02:57:36,0,2025,6,8,2,6,False,False,True,False
TXN_203294,CUST_676,1,1534,167014,2025-04-08 13:30:29,0,2025,4,8,13,1,False,False,False,True
TXN_204865,CUST_301,1,2130,9406,2025-12-08 05:18:17,0,2025,12,8,5,0,False,True,False,False
